#Name: register
#Label: Register Usage
#Description: View read and written registers.
0	1	00001290	read r13, r11, r14, write r13
0	1	00001294	read r13, write r11
0	1	00001298	read r15, write r3
0	1	0000129c	read r3, write r2
0	1	000012a0	read r15, write r3
0	1	000012a4	read r3, r2
0	1	000012a8	read r15, write r3
0	1	000012ac	read r3, write r3
0	1	000012b0	read r3, write r0
0	1	000012b4	write r14, r14
0	2	000012b8	read r0, write r3
0	2	000012bc	read r3, write r2
0	2	000012c0	read r15, write r3
0	2	000012c4	read r3, r2
0	2	000012c8	write r14, r14
0	3	000012cc	write r14, r14
0	4	000012d0	write r14, r14
0	5	000012d4	read r15, write r3
0	5	000012d8	read r3, write r2
0	5	000012dc	read r15, write r3
0	5	000012e0	read r3, r2
0	5	000012e4	read r15, write r3
0	5	000012e8	read r3, write r3
0	5	000012ec	read r3, write r0
0	5	000012f0	write r14, r14
0	6	000012f4	read r0, write r3
0	6	000012f8	read r3, write r2
0	6	000012fc	read r15, write r3
0	6	00001300	read r3, r2
0	6	00001304	write r14, r14
0	7	00001308	write r14, r14
0	8	0000130c	write r14, r14
0	9	00001310	read r15, write r3
0	9	00001314	read r3, write r2
0	9	00001318	read r15, write r3
0	9	0000131c	read r3, r2
0	9	00001320	read r15, write r3
0	9	00001324	read r3, write r3
0	9	00001328	read r3, write r0
0	9	0000132c	write r14, r14
0	10	00001330	read r0, write r3
0	10	00001334	read r3, write r2
0	10	00001338	read r15, write r3
0	10	0000133c	read r3, r2
0	10	00001340	write r14, r14
0	11	00001344	write r14, r14
0	12	00001348	write r14, r14
0	13	0000134c	read r15, write r3
0	13	00001350	read r3, write r2
0	13	00001354	read r15, write r3
0	13	00001358	read r3, r2
0	13	0000135c	read r15, write r3
0	13	00001360	read r3, write r3
0	13	00001364	read r3, write r0
0	13	00001368	write r14, r14
0	14	0000136c	read r0, write r3
0	14	00001370	read r3, write r2
0	14	00001374	read r15, write r3
0	14	00001378	read r3, r2
0	14	0000137c	write r14, r14
0	15	00001380	write r14, r14
0	16	00001384	write r14, r14
0	17	00001388	read r0, write r0
0	17	0000138c	read r13, write r13, r11, r15
1	1	00000504	read r13, r11, r14, write r13
1	1	00000508	read r13, write r11
1	1	0000050c	read r13, write r13
1	1	00000510	read r11, r0
1	1	00000514	read r15, write r3
1	1	00000518	read r3, write r3
1	1	0000051c	read r3, write sr
1	1	00000520	read sr, write r14
1	2	00000530	write r14, r14
1	3	00000534	read r0, write r3
1	4	00000524	write r14, r14
1	5	00000528	read r0, write r3
1	5	0000052c	write r14
1	6	00000538	read r3, write r0
1	6	0000053c	read r11, write r13
1	6	00000540	read r13, write r13, r11, r15
2	1	00000414	read r13, r11, write r13
2	1	00000418	read r13, write r11
2	1	0000041c	read r15, write r3
2	1	00000420	read r3, write r3
2	1	00000424	read r3, write r2
2	1	00000428	read r15, write r1
2	1	0000042c	read r1, r2
2	1	00000430	read r15, write r2
2	1	00000434	read r2, r3, write r3
2	1	00000438	read r3, write r0
2	1	0000043c	read r11, write r13
2	1	00000440	read r13, write r11, r13
2	1	00000444	read r14, write r15
3	1	000004c8	read r13, r11, write r13
3	1	000004cc	read r13, write r11
3	1	000004d0	read r15, write r3
3	1	000004d4	read r3, write r3
3	1	000004d8	read r3, write r2
3	1	000004dc	read r15, write r1
3	1	000004e0	read r1, r2
3	1	000004e4	read r15, write r2
3	1	000004e8	read r2, r3, write r3
3	1	000004ec	read r3, write r0
3	1	000004f0	read r11, write r13
3	1	000004f4	read r13, write r11, r13
3	1	000004f8	read r14, write r15
4	1	000009f0	read r13, r11, r14, write r13
4	1	000009f4	read r13, write r11
4	1	000009f8	read r15, write r3
4	1	000009fc	read r3, write r3
4	1	00000a00	read r3, write r2
4	1	00000a04	read r15, write r1
4	1	00000a08	write r0
4	1	00000a0c	write r14, r14
4	2	00000a10	read r15, write r1
4	2	00000a14	write r0
4	2	00000a18	write r14, r14
4	3	00000a1c	read r0, write r3
4	3	00000a20	read r3, write r2
4	3	00000a24	read r15, write r3
4	3	00000a28	read r3, r2
4	3	00000a2c	read r15, write r3
4	3	00000a30	read r3, write r3
4	3	00000a34	read r3, write r2
4	3	00000a38	read r15, write r3
4	3	00000a3c	read r3, write r3
4	3	00000a40	read r3, write r3
4	3	00000a44	read r2, r3, write sr
4	3	00000a48	read sr, write r14
4	4	00000a98	read r15, write r3
4	4	00000a9c	read r3, write r3
4	4	00000aa0	read r3, write r2
4	4	00000aa4	read r15, write r3
4	4	00000aa8	read r3, write r3
4	4	00000aac	read r3, write r3
4	4	00000ab0	read r2, r3, write sr
4	4	00000ab4	read sr, write r14
4	5	00000b00	read r0, write r0
4	5	00000b04	read r13, write r13, r11, r15
4	6	00000ab8	read r15, write r3
4	6	00000abc	read r3, write r3
4	6	00000ac0	read r3, write sr
4	6	00000ac4	read sr, write r14
4	7	00000adc	read r15, write r3
4	7	00000ae0	read r3, write r3
4	7	00000ae4	read r3, write sr
4	7	00000ae8	read sr, write r14
4	8	00000aec	read r15, write r3
4	8	00000af0	read r3, write r3
4	8	00000af4	read r3, write r3
4	8	00000af8	read r15, write r2
4	8	00000afc	read r2, r3
4	9	00000ac8	read r15, write r3
4	9	00000acc	read r3, write r3
4	9	00000ad0	read r3, write r3
4	9	00000ad4	read r15, write r2
4	9	00000ad8	read r2, r3
4	10	00000a4c	read r15, write r3
4	10	00000a50	read r3, write r3
4	10	00000a54	read r3, write sr
4	10	00000a58	read sr, write r14
4	11	00000a70	read r15, write r3
4	11	00000a74	read r3, write r3
4	11	00000a78	read r3, write sr
4	11	00000a7c	read sr, write r14
4	12	00000a80	read r15, write r3
4	12	00000a84	read r3, write r3
4	12	00000a88	read r3, write r3
4	12	00000a8c	read r15, write r2
4	12	00000a90	read r2, r3
4	12	00000a94	write r14
4	13	00000a5c	read r15, write r3
4	13	00000a60	read r3, write r3
4	13	00000a64	read r3, write r3
4	13	00000a68	read r15, write r2
4	13	00000a6c	read r2, r3
5	1	00000600	read r13, r11, write r13
5	1	00000604	read r13, write r11
5	1	00000608	read r13, write r13
5	1	0000060c	read r11, r0
5	1	00000610	read r11, r1
5	1	00000614	read r2, write r3
5	1	00000618	read r11, r3
5	1	0000061c	write r2
5	1	00000620	read r11, write r3
5	1	00000624	read r3, r2, write r3
5	1	00000628	read r11, r3
5	1	0000062c	write r3
5	1	00000630	read r11, r3
5	1	00000634	write r14
5	2	00000668	read r11, write r3
5	2	0000066c	read r3, write r3
5	2	00000670	read r11, write r2
5	2	00000674	read r2, r3, write sr
5	2	00000678	read sr, write r14
5	3	00000638	read r11, write r3
5	3	0000063c	read r3, write r3
5	3	00000640	read r11, write r2
5	3	00000644	read r2, r3, write r2
5	3	00000648	read r11, write r3
5	3	0000064c	read r11, write r1
5	3	00000650	read r1, r3, write r3
5	3	00000654	read r2, write r2
5	3	00000658	read r3, r2
5	3	0000065c	read r11, write r3
5	3	00000660	read r3, write r3
5	3	00000664	read r11, r3
5	4	0000067c	read r11, write r3
5	4	00000680	read r3, write r3
5	4	00000684	read r11, write r2
5	4	00000688	read r2, r3, write r3
5	4	0000068c	read r11, write r2
5	4	00000690	read r3, r2
5	4	00000694	read r0, write r0
5	4	00000698	read r11, write r13
5	4	0000069c	read r13, write r11, r13
5	4	000006a0	read r14, write r15
6	1	00000548	read r13, r11, write r13
6	1	0000054c	read r13, write r11
6	1	00000550	read r13, write r13
6	1	00000554	read r11, r0
6	1	00000558	read r11, r1
6	1	0000055c	write r3
6	1	00000560	read r11, r3
6	1	00000564	write r2
6	1	00000568	read r11, write r3
6	1	0000056c	read r3, r2, write r3
6	1	00000570	read r11, r3
6	1	00000574	read r15, write r3
6	1	00000578	write r2
6	1	0000057c	read r3, r2
6	1	00000580	write r14
6	2	000005c0	read r15, write r3
6	2	000005c4	read r3, write r3
6	2	000005c8	read r11, write r2
6	2	000005cc	read r2, r3, write sr
6	2	000005d0	read sr, write r14
6	3	00000584	read r15, write r3
6	3	00000588	read r3, write r3
6	3	0000058c	read r3, write r2
6	3	00000590	read r11, write r3
6	3	00000594	read r3, r2, write r3
6	3	00000598	read r3, write r3
6	3	0000059c	read r3, write r2
6	3	000005a0	read r11, write r3
6	3	000005a4	read r3, r2, write r3
6	3	000005a8	read r11, r3
6	3	000005ac	read r15, write r3
6	3	000005b0	read r3, write r3
6	3	000005b4	read r3, write r3
6	3	000005b8	read r15, write r2
6	3	000005bc	read r2, r3
6	4	000005d4	read r11, write r2
6	4	000005d8	read r11, write r3
6	4	000005dc	read r3, r2, write r3
6	4	000005e0	read r11, r3
6	4	000005e4	read r11, write r3
6	4	000005e8	read r3, write r3
6	4	000005ec	read r3, write r0
6	4	000005f0	read r11, write r13
6	4	000005f4	read r13, write r11, r13
6	4	000005f8	read r14, write r15
7	1	000006a4	read r13, r11, write r13
7	1	000006a8	read r13, write r11
7	1	000006ac	read r13, write r13
7	1	000006b0	read r15, write r3
7	1	000006b4	read r3, write r3
7	1	000006b8	read r11, r3
7	1	000006bc	read r15, write r3
7	1	000006c0	read r3, write r3
7	1	000006c4	read r11, r3
7	1	000006c8	write r3
7	1	000006cc	read r11, r3
7	1	000006d0	write r14
7	2	000006f8	read r11, write r3
7	2	000006fc	read r3, write sr
7	2	00000700	read sr, write r14
7	3	000006d4	read r11, write r2
7	3	000006d8	read r11, write r3
7	3	000006dc	read r2, r3, write r3
7	3	000006e0	read r3, write r2
7	3	000006e4	read r15, write r3
7	3	000006e8	read r3, r2
7	3	000006ec	read r11, write r3
7	3	000006f0	read r3, write r3
7	3	000006f4	read r11, r3
7	4	00000704	read r15, write r3
7	4	00000708	read r3, write r3
7	4	0000070c	read r3, write sr
7	4	00000710	read sr, write r14
7	5	00000768	read r15, write r3
7	5	0000076c	read r3, write r3
7	5	00000770	read r3, write sr
7	5	00000774	read sr, write r14
7	6	00000784	read r15, write r3
7	6	00000788	read r3, write r3
7	6	0000078c	read r15, write r2
