#Label: Total Execution Time
#Unit: cycle
#Total: 6665
#LineOp: sum
#ConcatOp: sum
#ContextOp: sum
#Description: Represents the total number of cycles the code takes during the execution of the worst case execution path.
#Time: 133.3 us
#WCET: 6665 cycles
27	00001290	40	[]
10	000012b8	20	[]
3	000012cc	4	[]
3	000012d0	4	[]
21	000012d4	32	[]
10	000012f4	20	[]
3	00001308	4	[]
3	0000130c	4	[]
21	00001310	32	[]
10	00001330	20	[]
3	00001344	4	[]
3	00001348	4	[]
21	0000134c	32	[]
10	0000136c	20	[]
3	00001380	4	[]
3	00001384	4	[]
7	00001388	8	[]
17	00000504	32	[FUN(00001290), CALL(000012b4)]
1	00000524	4	[FUN(00001290), CALL(000012b4)]
4	00000528	8	[FUN(00001290), CALL(000012b4)]
10	00000538	12	[FUN(00001290), CALL(000012b4)]
0	00000530	4	[FUN(00001290), CALL(000012b4)]
0	00000534	4	[FUN(00001290), CALL(000012b4)]
0	00000414	52	[FUN(00001290), CALL(000012b4), FUN(00000504), CALL(00000530)]
29	000004c8	52	[FUN(00001290), CALL(000012b4), FUN(00000504), CALL(00000524)]
18	000009f0	32	[FUN(00001290), CALL(000012c8)]
7	00000a10	12	[FUN(00001290), CALL(000012c8)]
25	00000a1c	48	[FUN(00001290), CALL(000012c8)]
0	00000a4c	16	[FUN(00001290), CALL(000012c8)]
0	00000a5c	20	[FUN(00001290), CALL(000012c8)]
0	00000a70	16	[FUN(00001290), CALL(000012c8)]
0	00000a80	24	[FUN(00001290), CALL(000012c8)]
5	00000b00	8	[FUN(00001290), CALL(000012c8)]
19	00000a98	32	[FUN(00001290), CALL(000012c8)]
9	00000ab8	16	[FUN(00001290), CALL(000012c8)]
12	00000ac8	20	[FUN(00001290), CALL(000012c8)]
9	00000adc	16	[FUN(00001290), CALL(000012c8)]
12	00000aec	20	[FUN(00001290), CALL(000012c8)]
24	00000600	56	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a0c)]
291	00000668	20	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a0c)]
19	0000067c	40	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a0c)]
899	00000638	48	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a0c)]
27	00000548	60	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a18)]
398	000005c0	20	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a18)]
19	000005d4	40	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a18)]
1152	00000584	60	[FUN(00001290), CALL(000012c8), FUN(000009f0), CALL(00000a18)]
26	000006a4	48	[FUN(00001290), CALL(000012cc)]
48	000006f8	12	[FUN(00001290), CALL(000012cc)]
9	00000704	16	[FUN(00001290), CALL(000012cc)]
14	00000714	28	[FUN(00001290), CALL(000012cc)]
12	00000730	20	[FUN(00001290), CALL(000012cc)]
9	00000744	16	[FUN(00001290), CALL(000012cc)]
12	00000754	20	[FUN(00001290), CALL(000012cc)]
9	00000768	16	[FUN(00001290), CALL(000012cc)]
7	00000778	12	[FUN(00001290), CALL(000012cc)]
11	00000784	20	[FUN(00001290), CALL(000012cc)]
24	00000798	48	[FUN(00001290), CALL(000012cc)]
9	000007c8	16	[FUN(00001290), CALL(000012cc)]
9	000007d8	16	[FUN(00001290), CALL(000012cc)]
9	000007e8	16	[FUN(00001290), CALL(000012cc)]
12	000007f8	20	[FUN(00001290), CALL(000012cc)]
9	0000080c	16	[FUN(00001290), CALL(000012cc)]
12	0000081c	20	[FUN(00001290), CALL(000012cc)]
11	00000830	20	[FUN(00001290), CALL(000012cc)]
7	00000844	12	[FUN(00001290), CALL(000012cc)]
7	00000850	20	[FUN(00001290), CALL(000012cc)]
176	000006d4	36	[FUN(00001290), CALL(000012cc)]
26	00001230	44	[FUN(00001290), CALL(000012d0)]
1	0000125c	4	[FUN(00001290), CALL(000012d0)]
20	00001260	32	[FUN(00001290), CALL(000012d0)]
5	00001280	8	[FUN(00001290), CALL(000012d0)]
26	0000088c	48	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
8	000008bc	16	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
14	000008d8	20	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
8	000008ec	16	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
18	00000908	36	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
8	0000092c	16	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
14	00000948	20	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
8	0000095c	16	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
14	00000978	20	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
8	0000098c	16	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
11	000009a8	16	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
7	000009b8	12	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
6	000009c4	16	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
0	0000099c	12	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
0	0000096c	12	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
0	0000093c	12	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
0	000008fc	12	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
0	000008cc	12	[FUN(00001290), CALL(000012d0), FUN(00001230), CALL(0000125c)]
17	00000504	32	[FUN(00001290), CALL(000012f0)]
0	00000524	4	[FUN(00001290), CALL(000012f0)]
0	00000528	8	[FUN(00001290), CALL(000012f0)]
8	00000538	12	[FUN(00001290), CALL(000012f0)]
4	00000530	4	[FUN(00001290), CALL(000012f0)]
3	00000534	4	[FUN(00001290), CALL(000012f0)]
29	00000414	52	[FUN(00001290), CALL(000012f0), FUN(00000504), CALL(00000530)]
0	000004c8	52	[FUN(00001290), CALL(000012f0), FUN(00000504), CALL(00000524)]
14	00000b20	24	[FUN(00001290), CALL(00001304)]
12	00000b38	24	[FUN(00001290), CALL(00001304)]
7	00000b50	12	[FUN(00001290), CALL(00001304)]
23	00000b5c	40	[FUN(00001290), CALL(00001304)]
0	00000b84	16	[FUN(00001290), CALL(00001304)]
0	00000b94	20	[FUN(00001290), CALL(00001304)]
0	00000ba8	16	[FUN(00001290), CALL(00001304)]
0	00000bb8	20	[FUN(00001290), CALL(00001304)]
0	00000bcc	16	[FUN(00001290), CALL(00001304)]
0	00000bdc	24	[FUN(00001290), CALL(00001304)]
8	00000ca8	8	[FUN(00001290), CALL(00001304)]
19	00000bf4	32	[FUN(00001290), CALL(00001304)]
9	00000c14	16	[FUN(00001290), CALL(00001304)]
12	00000c24	20	[FUN(00001290), CALL(00001304)]
9	00000c38	16	[FUN(00001290), CALL(00001304)]
12	00000c48	20	[FUN(00001290), CALL(00001304)]
9	00000c5c	16	[FUN(00001290), CALL(00001304)]
13	00000c6c	24	[FUN(00001290), CALL(00001304)]
0	00000c84	16	[FUN(00001290), CALL(00001304)]
0	00000c94	20	[FUN(00001290), CALL(00001304)]
24	00000600	56	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b4c)]
12	00000668	20	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b4c)]
19	0000067c	40	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b4c)]
0	00000638	48	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b4c)]
27	00000548	60	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b58)]
14	000005c0	20	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b58)]
19	000005d4	40	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b58)]
0	00000584	60	[FUN(00001290), CALL(00001304), FUN(00000b20), CALL(00000b58)]
26	000006a4	48	[FUN(00001290), CALL(00001308)]
48	000006f8	12	[FUN(00001290), CALL(00001308)]
9	00000704	16	[FUN(00001290), CALL(00001308)]
14	00000714	28	[FUN(00001290), CALL(00001308)]
12	00000730	20	[FUN(00001290), CALL(00001308)]
9	00000744	16	[FUN(00001290), CALL(00001308)]
12	00000754	20	[FUN(00001290), CALL(00001308)]
9	00000768	16	[FUN(00001290), CALL(00001308)]
7	00000778	12	[FUN(00001290), CALL(00001308)]
11	00000784	20	[FUN(00001290), CALL(00001308)]
24	00000798	48	[FUN(00001290), CALL(00001308)]
9	000007c8	16	[FUN(00001290), CALL(00001308)]
9	000007d8	16	[FUN(00001290), CALL(00001308)]
9	000007e8	16	[FUN(00001290), CALL(00001308)]
12	000007f8	20	[FUN(00001290), CALL(00001308)]
9	0000080c	16	[FUN(00001290), CALL(00001308)]
12	0000081c	20	[FUN(00001290), CALL(00001308)]
11	00000830	20	[FUN(00001290), CALL(00001308)]
7	00000844	12	[FUN(00001290), CALL(00001308)]
7	00000850	20	[FUN(00001290), CALL(00001308)]
176	000006d4	36	[FUN(00001290), CALL(00001308)]
26	00001230	44	[FUN(00001290), CALL(0000130c)]
1	0000125c	4	[FUN(00001290), CALL(0000130c)]
20	00001260	32	[FUN(00001290), CALL(0000130c)]
5	00001280	8	[FUN(00001290), CALL(0000130c)]
26	0000088c	48	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
8	000008bc	16	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
14	000008d8	20	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
8	000008ec	16	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
18	00000908	36	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
8	0000092c	16	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
14	00000948	20	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
8	0000095c	16	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
14	00000978	20	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
8	0000098c	16	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
11	000009a8	16	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
7	000009b8	12	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
6	000009c4	16	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
0	0000099c	12	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
0	0000096c	12	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
0	0000093c	12	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
0	000008fc	12	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
0	000008cc	12	[FUN(00001290), CALL(0000130c), FUN(00001230), CALL(0000125c)]
17	00000504	32	[FUN(00001290), CALL(0000132c)]
0	00000524	4	[FUN(00001290), CALL(0000132c)]
0	00000528	8	[FUN(00001290), CALL(0000132c)]
8	00000538	12	[FUN(00001290), CALL(0000132c)]
4	00000530	4	[FUN(00001290), CALL(0000132c)]
3	00000534	4	[FUN(00001290), CALL(0000132c)]
29	00000414	52	[FUN(00001290), CALL(0000132c), FUN(00000504), CALL(00000530)]
0	000004c8	52	[FUN(00001290), CALL(0000132c), FUN(00000504), CALL(00000524)]
14	00000cd0	24	[FUN(00001290), CALL(00001340)]
12	00000ce8	24	[FUN(00001290), CALL(00001340)]
7	00000d00	12	[FUN(00001290), CALL(00001340)]
23	00000d0c	40	[FUN(00001290), CALL(00001340)]
0	00000d34	16	[FUN(00001290), CALL(00001340)]
0	00000d44	20	[FUN(00001290), CALL(00001340)]
0	00000d58	16	[FUN(00001290), CALL(00001340)]
0	00000d68	24	[FUN(00001290), CALL(00001340)]
9	00000e2c	8	[FUN(00001290), CALL(00001340)]
17	00000d80	24	[FUN(00001290), CALL(00001340)]
9	00000d98	16	[FUN(00001290), CALL(00001340)]
12	00000da8	20	[FUN(00001290), CALL(00001340)]
9	00000dbc	16	[FUN(00001290), CALL(00001340)]
13	00000dcc	24	[FUN(00001290), CALL(00001340)]
0	00000de4	16	[FUN(00001290), CALL(00001340)]
0	00000df4	20	[FUN(00001290), CALL(00001340)]
0	00000e08	16	[FUN(00001290), CALL(00001340)]
0	00000e18	20	[FUN(00001290), CALL(00001340)]
24	00000600	56	[FUN(00001290), CALL(00001340), FUN(00000cd0), CALL(00000cfc)]
